Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
4,"NT Vu, T Schultz","Initial experiments with Tamil LVCSR",2012,"2012 International Conference on Asian …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6473701/","https://scholar.google.com/scholar?cites=16963404188128105285&as_sdt=2005&sciodt=0,5&hl=en",323,"2020-11-06 21:29:44","","","","",,,,,4,0.50,2,2,8,"In this paper we present our recent efforts towards building a large vocabulary continuous speech recognizer for Tamil. We describe the text and speech corpus collected to realize this task. The data was complemented by a large amount of text data crawled from various …"
4,"NT Vu, DC Lyu, J Weiner, D Telaar, T Schlippe…","System for Mandarin-English Code-Switch Conversational Speech",,"Proc. of ICASSP","","","https://scholar.google.com/scholar?cites=1109892450794547832&as_sdt=2005&sciodt=0,5&hl=en",324,"2020-11-06 21:29:44","CITATION","","","",,,,,4,0.00,1,6,,""
4,"T Schultz","Rapid language adaptation tools for multilingual speech processing",2009,"2009 IEEE Workshop on Automatic Speech …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5373503/","https://scholar.google.com/scholar?cites=18208928258818020934&as_sdt=2005&sciodt=0,5&hl=en",325,"2020-11-06 21:29:44","","","","",,,,,4,0.36,4,1,11,"Summary form only given: The performance of speech and language processing technologies has improved dramatically over the past decade, with an increasing number of systems being deployed in a large variety of applications, such as spoken dialog systems …"
4,"U Nallasamy, F Metze, T Schultz","Semi-supervised learning for speech recognition in the context of accent adaptation",2012,"Symposium on Machine …","isca-speech.org","https://www.isca-speech.org/archive/mlslp_2012/ml12_013.html","https://scholar.google.com/scholar?cites=11968450046081170641&as_sdt=2005&sciodt=0,5&hl=en",326,"2020-11-06 21:29:44","","","","",,,,,4,0.50,1,3,8,"Accented speech that is under-represented in the training data still suffers high Word Error Rate (WER) with state-of-the-art Automatic Speech Recognition (ASR) systems. Careful collection and transcription of training data for different accents can address this issue, but it …"
4,"U Nallasamy, AW Black, T Schultz, RE Frederking","NineOneOne: Recognizing and Classifying Speech for Handling Minority Language Emergency Calls.",2008,"LREC","cs.cmu.edu","http://www.cs.cmu.edu/~./911/LREC2008-911.pdf","https://scholar.google.com/scholar?cites=16474646377141220097&as_sdt=2005&sciodt=0,5&hl=en",327,"2020-11-06 21:29:44","PDF","","","",,,,,4,0.33,1,4,12,"In this paper, we describe NineOneOne (9-1-1), a system designed to recognize and translate Spanish emergency calls for better dispatching. We analyze the research challenges in adapting speech translation technology to 9-1-1 domain. We report our initial …"
0,"A Abulimiti, J Weiner, T Schultz","Automatic Speech Recognition for ILSE-Interviews: Longitudinal Conversational Speech Recordings covering Aging and Cognitive Decline",2020,"Proc. Interspeech 2020","isca-speech.org","https://www.isca-speech.org/archive/Interspeech_2020/pdfs/2829.pdf","",328,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,3,1,"Abstract The Interdisciplinary Longitudinal Study on Adult Development and Aging (ILSE) was initiated with the aim to investigate satisfying and healthy aging. Over 20 years, about 4200 hours of biographic interviews from more than 1,000 participants were recorded …"
0,"L Steinert, F Putze, D Küster, T Schultz","Towards Engagement Recognition of People with Dementia in Care Settings",2020,"Proceedings of the 2020 …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3382507.3418856","",329,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,4,1,"Roughly 50 million people worldwide are currently suffering from dementia. This number is expected to triple by 2050. Dementia is characterized by a loss of cognitive function and changes in behaviour. This includes memory, language skills, and the ability to focus and …"
1,"J Weiner, C Frankenberg, J Schröder…","Speech Reveals Future Risk of Developing Dementia: Predictive Dementia Screening from Biographic Interviews",2019,"2019 IEEE Automatic …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9003908/?casa_token=RyoDz_MfGOQAAAAA:Gz7l3XK4pRpnqxsnL1HHSA6QBr6iCHXmUwjnDZqRt3KDYlbpkdKbBjLBzw1wgk28rKfUCfLqOA","https://scholar.google.com/scholar?cites=14368283550600804487&as_sdt=2005&sciodt=0,5&hl=en",330,"2020-11-06 21:29:44","","","","",,,,,1,1.00,0,4,1,"Alzheimer's disease is a progressive incurable condition for which the success of any symptomatic therapy depends crucially on the starting time. Ideally it starts before the disease has caused any cognitive impairments. Our work aims at developing speech-based …"
2,"H Liu, T Schultz","A Wearable Real-time Human Activity Recognition System using Biosensors Integrated into a Knee Bandage.",2019,"BIODEVICES","scitepress.org","https://www.scitepress.org/Papers/2019/73988/73988.pdf","https://scholar.google.com/scholar?cites=10145306803949437599&as_sdt=2005&sciodt=0,5&hl=en",331,"2020-11-06 21:29:44","PDF","","","",,,,,2,2.00,1,2,1,"This work introduces an innovative wearable real-time Human Activity Recognition (HAR) system. The system processes and decodes various biosignals that are captured from biosensors integrated into a knee bandage. The presented work includes (1) the selection of …"
3,"L Diener, T Umesh, T Schultz","Improving Fundamental Frequency Generation in EMG-to-Speech Conversion Using a Quantization Approach",2019,"2019 IEEE Automatic Speech …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9003804/?casa_token=rCcaGH4Q7PwAAAAA:hJAQPUgpGl9Nbfur-JOJLNQam_5dr8sm4TQ7ymLP_MG0mfBm5MMWoyymrADnF1Ds8CDFWR_tHw","https://scholar.google.com/scholar?cites=9558257797444267737&as_sdt=2005&sciodt=0,5&hl=en",332,"2020-11-06 21:29:44","","","","",,,,,3,3.00,1,3,1,"We present a novel approach to generating fundamental frequency (intonation and voicing) trajectories in an EMG-to-Speech conversion Silent Speech Interface, based on quantizing the EMG-to-F 0 mappings target values and thus turning a regression problem into a …"
0,"MY Tachbelie, ST Abate…","Development of Multilingual ASR Using GlobalPhone for Less-Resourced Languages: The Case of Ethiopian Languages",2020,"Proc. Interspeech …","indico2.conference4me.psnc.pl","https://indico2.conference4me.psnc.pl/event/35/contributions/2965/attachments/603/634/Mon-3-1-2.pdf","",333,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,3,1,"In this paper, we present the cross-lingual and multilingual experiments we have conducted using existing resources of other languages for the development of speech recognition system for less-resourced languages. In our experiments, we used the Globalphone corpus …"
3,"ST Abate, MY Tachbelie…","Deep Neural Networks Based Automatic Speech Recognition for Four Ethiopian Languages",2020,"ICASSP 2020-2020 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9053883/?casa_token=8OWqKwRxg3wAAAAA:ELzdKT9vHLsgT1P63ziBn0K5lI-Iur7qjFISY9p0uTCe2h8xuwRz8O6JqyvnJvRx1VYbO4P8uQ","https://scholar.google.com/scholar?cites=14965737312804266413&as_sdt=2005&sciodt=0,5&hl=en",334,"2020-11-06 21:29:44","","","","",,,,,3,3.00,1,3,1,"In this work, we present speech recognition systems for four Ethiopian languages: Amharic, Tigrigna, Oromo and Wolaytta. We have used comparable training corpora of about 20 to 29 hours speech and evaluation speech of about 1 hour for each of the languages. For Amharic …"
0,"D Küster, F Putze, P Alves-Oliveira, M Paetzel…","Modeling Socio-Emotional and Cognitive Processes from Multimodal Data in the Wild",2020,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3382507.3420053","",335,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,5,1,"Detecting, modeling, and making sense of multimodal data from human users in the wild still poses numerous challenges. Starting from aspects of data quality and reliability of our measurement instruments, the multidisciplinary endeavor of developing intelligent adaptive …"
3,"L Diener, M Janke, T Schultz","Codebook clustering for unit selection based EMG-To-speech conversion",2015,"Sixteenth Annual Conference of the …","isca-speech.org","https://www.isca-speech.org/archive/interspeech_2015/i15_2420.html","https://scholar.google.com/scholar?cites=10148471351295798103&as_sdt=2005&sciodt=0,5&hl=en",336,"2020-11-06 21:29:44","","","","",,,,,3,0.60,1,3,5,"This paper reports on our recent advances in using Unit Selection to directly synthesize speech from facial surface electromyographic (EMG) signals generated by movement of the articulatory muscles during speech production. We achieve a robust Unit Selection mapping …"
3,"NT Vu, T Schultz, D Povey","Modeling gender dependency in the subspace GMM framework",2012,"2012 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6288881/?casa_token=xM4X-TkOiC4AAAAA:IgWOSXpFaiLnE4Z3PxhBdvX26SEWJDFgjjeZEv1zo-1i679vM0lRo6IlgWZp11F1nc7UNzIn4g","https://scholar.google.com/scholar?cites=1448581354026040259&as_sdt=2005&sciodt=0,5&hl=en",337,"2020-11-06 21:29:44","","","","",,,,,3,0.38,1,3,8,"The Subspace GMM acoustic model has both globally shared parameters and parameters specific to acoustic states, and this makes it possible to do various kinds of tying. In the past we have investigated sharing the global parameters among systems with distinct acoustic …"
3,"A Kurematsu, Y Akegami, T Schultz, S Burger","Data collection and transliteration of Japanese spontaneous database in the travel arrangement task domain",1999,"Oriental COCOSDA","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.68.7485&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=12654615555875974032&as_sdt=2005&sciodt=0,5&hl=en",338,"2020-11-06 21:29:44","PDF","","","",,,,,3,0.14,1,4,21,"This paper describes the method to construct and transcribe Japanese spontaneous speech data for VERBMOBIL, the German research project of speech translation.. Spontaneous spoken dialogue database is the basis for developing speech and language processing for …"
3,"D Heger, C Herff, T Schultz","Combining feature extraction and classification for fnirs bcis by regularized least squares optimization",2014,"2014 36th Annual International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6944010/?casa_token=Ht-xh_xAIssAAAAA:cnzDKXLMfsVKeWuSaCbp__ZQuxjZanySBexkyUg8PJhkjiuNSHWGGLKrpFImOuxu2H8IBOmd9g","https://scholar.google.com/scholar?cites=7505271104645312847&as_sdt=2005&sciodt=0,5&hl=en",339,"2020-11-06 21:29:44","","","","",,,,,3,0.50,1,3,6,"In this paper, we show that multiple operations of the typical pattern recognition chain of an fNIRS-based BCI, including feature extraction and classification, can be unified by solving a convex optimization problem. We formulate a regularized least squares problem that learns …"
3,"T Schultz","Rapid language adaptation tools and technologies for multilingual speech processing systems",2008,"Spoken Languages Technologies for Under …","isca-speech.org","https://www.isca-speech.org/archive/SLTU_2008/su08_001.html","https://scholar.google.com/scholar?cites=8516277187494047215&as_sdt=2005&sciodt=0,5&hl=en",340,"2020-11-06 21:29:44","","","","",,,,,3,0.25,3,1,12,"The performance of speech and language processing technologies has improved dramatically over the past decade, with an increasing number of systems being deployed in a large variety of applications, such as spoken dialog systems, speech summarization and …"
3,"S Hagen, S Tanja, W Martin","Recognition of music types",1998,"Proceedings of the 1998 IEEE International …","","","https://scholar.google.com/scholar?cites=8405351273700931218&as_sdt=2005&sciodt=0,5&hl=en",341,"2020-11-06 21:29:44","CITATION","","","",,,,,3,0.14,1,3,22,""
3,"M Angrick, C Herff, E Mugler, MC Tate, MW Slutzky…","Speech synthesis from ECoG using densely connected 3D convolutional neural networks. bioRxiv",2018,"","","","https://scholar.google.com/scholar?cites=2612676040647754013&as_sdt=2005&sciodt=0,5&hl=en",342,"2020-11-06 21:29:44","CITATION","","","",,,,,3,1.50,1,6,2,""
3,"F Putze, M Scherer, T Schultz","Starring into the void",2016,"Proceedings of the 9th Nordic Conference on Human …","","","https://scholar.google.com/scholar?cites=14746615065068551829&as_sdt=2005&sciodt=0,5&hl=en",343,"2020-11-06 21:29:44","CITATION","","","",,,,,3,0.75,1,3,4,""
4,"T Schultz, M Wand, M Janke","Computer-implemented method, computer system and computer program product for automatic transformation of myoelectric signals into audible speech",2016,"US Patent App. 15/105,908","Google Patents","https://patents.google.com/patent/US20160314781A1/en","https://scholar.google.com/scholar?cites=10690399512450273151&as_sdt=2005&sciodt=0,5&hl=en",344,"2020-11-06 21:29:44","","","","",,,,,4,1.00,1,3,4,"In one aspect, the present application is directed to a computer-implemented method, a computer program product, and a computer system for automatic transformation of myoelectric signals into speech output corresponding to audible speech. The computer …"
3,"J Kunzmann, K Choukri, E Jahnke, A Kiessling, K Knill…","Portability of automatic speech recognition technology to new languages: Multilinguality issues and speech/text resources",2001,"Panel Session on Automatic …","","","https://scholar.google.com/scholar?cites=15373718142532904203&as_sdt=2005&sciodt=0,5&hl=en",345,"2020-11-06 21:29:44","CITATION","","","",,,,,3,0.16,1,6,19,""
3,"H Yu, T Schultz","Implicit trajectory modeling through gaussian transition models for speech recognition",2003,"Companion Volume of the Proceedings of HLT-NAACL …","aclweb.org","https://www.aclweb.org/anthology/N03-2038.pdf","https://scholar.google.com/scholar?cites=9701600881001090516&as_sdt=2005&sciodt=0,5&hl=en",346,"2020-11-06 21:29:44","PDF","","","",,,,,3,0.18,2,2,17,"It is well known that frame independence assumption is a fundamental limitation of current HMM based speech recognition systems. By treating each speech frame independently, HMMs fail to capture trajectory information in the acoustic signal. This paper introduces …"
